"Repair","Asset","AssetID","StartDate","EndDate","Street","Number"
"Repair","Water Meter","1","8/7/2024","9/3/2024","Timber xing","2327"
"Repair","Water Main","Wtr-Mn-49688","8/1/2024","9/3/2024","Commerce St","200"
"Repair","Water Main","Wtr-Mn-39870","9/3/2024","9/3/2024","Sylvester Dr","3165"
"Repair","Non-Asset","","7/8/2024","9/3/2024","Ferncreek Dr","5895"
"Repair","Water Meter","1","8/7/2024","9/3/2024","Longwood Dr.","1984"
"Repair","Water Lateral","Srvc-64711","8/29/2024","9/3/2024","Whitten Rd","3195"
"Repair","Water Main","Wtr-Mn-28491","9/4/2024","9/4/2024","I 55 S","2929"
"Repair","Water Main","Wtr-Mn-10303","9/4/2024","9/4/2024","Winchester St","1686"
"Repair","Water Lateral","Srvc-44776","8/23/2024","9/5/2024","Cumberland Pl","5130"
"Repair","Water Main","Wtr-Mn-29653","8/21/2024","9/5/2024","Hialeah Dr","5236"
"Repair","Water Lateral","Srvc-22067","9/3/2024","9/5/2024","",""
"Repair","Water Main","Wtr-Mn-28945","9/9/2024","9/9/2024","Louisiana Ave","248"
"Repair","Water Main","Wtr-Mn-47586","9/6/2024","9/9/2024","Belvedere Dr","2446"
"Repair","Water Main","Wtr-Mn-4175","9/4/2024","9/9/2024","Woodbury Rd","704"
"Repair","Water Main","Wtr-Mn-47586","9/6/2024","9/9/2024","Belvedere Dr","2431"
"Repair","Water Main","Wtr-Mn-33099","8/13/2024","9/9/2024","Terry Rd","2320"
"Repair","Water Main","Wtr-Mn-4179","8/22/2024","9/9/2024","Woodbury Rd","704"
"Repair","Water Main","Wtr-Mn-53788","8/29/2024","9/9/2024","Reel St","566"
"Repair","Water Main","Wtr-Mn-13300","9/4/2024","9/9/2024","Flag Chapel Cir","105"
"Repair","Water Main","Wtr-Mn-4128","8/27/2024","9/10/2024","Wellington Rd","572"
"Repair","Water Main","Wtr-Mn-12166","9/9/2024","9/10/2024","Brookhollow Dr","5401"
"Repair","Water Lateral","Srvc-95009","9/10/2024","9/10/2024","Quail Run Rd","2721"
"Repair","Water Main","Wtr-Mn-38173","9/9/2024","9/10/2024","Riverview Dr","1091"
"Repair","Water Main","Wtr-Mn-50844","8/8/2024","9/10/2024","Riverview Dr","1017"
"Repair","Non-Asset","","8/28/2024","9/11/2024","Brookhollow Dr","5342"
"Repair","Water Main","Wtr-Mn-53695","8/23/2024","9/11/2024","Lost Lake Way","3920"
"Repair","Water Lateral","Srvc-1734","9/11/2024","9/11/2024","Peachtree St","1723"
"Repair","Water Main","Wtr-Mn-4518","9/9/2024","9/13/2024","Manhattan Rd","4516"
"Repair","Water Main","Wtr-Mn-34713","9/15/2024","9/15/2024","McNutt St","601"
"Repair","Water Main","Wtr-Mn-2373","9/10/2024","9/15/2024","Edgewood St","1611"
"Repair","Water Main","Wtr-Mn-2182","9/15/2024","9/16/2024","Saint Mary St","1743"
"Repair","Water Main","Wtr-Mn-38462","9/3/2024","9/16/2024","River Oaks Blvd","2207"
"Repair","Water Lateral","Srvc-44524","9/16/2024","9/16/2024","Quail Ridge Dr","5042"
"Repair","Water Main","Wtr-Mn-38384","9/15/2024","9/16/2024","Woodcrest Dr","1367"
"Repair","Water Main","Wtr-Mn-37094","9/3/2024","9/16/2024","Pocahontas Ave","2933"
"Repair","Water Main","Wtr-Mn-54683","9/16/2024","9/16/2024","Pasa Robles Ave","129"
"Repair","Water Main","Wtr-Mn-28407","9/16/2024","9/16/2024","Lowery Ln","1560"
"Repair","Water Main","Wtr-Mn-4493","9/11/2024","9/16/2024","Launcelot Rd","794"
"Repair","Water Main","Wtr-Mn-40830","9/17/2024","9/17/2024","McCluer Rd","1756"
"Repair","Water Main","Wtr-Mn-53788","9/11/2024","9/17/2024","Reel St","524"
"Repair","Water Hydrant","Fr-Hydrnt-1770","8/29/2024","9/17/2024","McCluer Rd","131"
"Repair","Water Main","Wtr-Mn-56838","9/17/2024","9/17/2024","Oak Leaf Dr","5001"
"Repair","Water Main","Wtr-Mn-54228","8/25/2024","9/18/2024","California Ave","3840"
"Repair","Non-Asset","","9/17/2024","9/18/2024","Old Canton Rd.","5462"
"Repair","Water Main","Wtr-Mn-38390","9/17/2024","9/18/2024","Woodcrest Dr","1425"
"Repair","Water Main","Wtr-Mn-14412","8/29/2024","9/18/2024","E Capitol St","518"
"Repair","Non-Asset","","9/18/2024","9/18/2024","Sycamore Ln","108"
"Repair","Water Main","Wtr-Mn-54240","9/18/2024","9/18/2024","Primrose St","1179"
"Repair","Water Main","Wtr-Mn-31946","9/19/2024","9/19/2024","Longwood Dr","3031"
"Repair","Water Main","Wtr-Mn-20656","9/19/2024","9/19/2024","Saint Andrews Dr","169"
"Repair","Water Main","Wtr-Mn-2146","9/12/2024","9/19/2024","Devine St","1622"
"Repair","Water Main","Wtr-Mn-56801","9/18/2024","9/19/2024","Sycamore Ln","108"
"Repair","Water Lateral","Srvc-1729","9/17/2024","9/19/2024","Peachtree St","1631"
"Repair","Water Main","Wtr-Mn-29041","9/19/2024","9/19/2024","Fernwood Dr","438"
"Repair","Water Main","Wtr-Mn-47838","9/16/2024","9/19/2024","Botnick Ct","109"
"Repair","Non-Asset","","8/28/2024","9/19/2024","Medgar Evers Blvd","5700"
"Repair","Water Main","Wtr-Mn-50957","9/18/2024","9/19/2024","Cooper Rd","820"
"Repair","Non-Asset","","9/19/2024","9/19/2024","Maplewood Dr","4821"
"Repair","Water Main","Wtr-Mn-38389","9/18/2024","9/20/2024","Meadow Oaks Park Dr","5424"
"Repair","Non-Asset","","9/20/2024","9/21/2024","Hair St","1343"
"Repair","Non-Asset","","9/19/2024","9/23/2024","Enochs St","2918"
"Repair","Non-Asset","","9/23/2024","9/23/2024","Winchester St","1686"
"Repair","Water Main","Wtr-Mn-49542","9/4/2024","9/23/2024","Morson Rd","1291"
"Repair","Non-Asset","","9/24/2024","9/24/2024","Clubview Dr","552"
"Repair","Non-Asset","","9/25/2024","9/25/2024","Plum St","1428"
"Repair","Water Main","Wtr-Mn-52292","9/24/2024","9/25/2024","Terry Rd","6479"
"Repair","Water Main","Wtr-Mn-21508","9/24/2024","9/25/2024","Center St","3300"
"Repair","Water Main","Wtr-Mn-9346","8/6/2024","9/25/2024","Raymond Rd","1070"
"Repair","Non-Asset","","9/25/2024","9/25/2024","Flowers Rd","2485"
"Repair","Non-Asset","","9/23/2024","9/26/2024","Creston Ave","205"
"Repair","Water Lateral","Srvc-11818","9/21/2024","9/26/2024","Old Canton Rd","3765"
"Repair","Non-Asset","","9/19/2024","9/26/2024","Peachtree St","1824"
"Repair","Water Main","Wtr-Mn-37652","9/21/2024","9/26/2024","Oferrell Ave","229"
"Repair","Non-Asset","","9/26/2024","9/26/2024","Hartfield St","510"
"Repair","Non-Asset","","9/20/2024","9/26/2024","York St","1913"
"Repair","Water Main","Wtr-Mn-39204","9/21/2024","9/26/2024","N Valley Falls Rd","911"
"Repair","Non-Asset","","9/26/2024","9/26/2024","Decelle St","301"
"Repair","Water Main","Wtr-Mn-41222","9/23/2024","9/26/2024","",""
"Repair","Non-Asset","","9/26/2024","9/27/2024","Livingston Rd","2539"
"Repair","Water Main","Wtr-Mn-29730","9/24/2024","9/27/2024","Clubview Dr","294"
"Repair","Non-Asset","","9/26/2024","9/27/2024","flowers","2485"
"Repair","Non-Asset","","9/26/2024","9/27/2024","Culley Dr","232"
"Repair","Non-Asset","","9/24/2024","9/27/2024","Maria Dr","1421"
"Repair","Water Lateral","Srvc-43082","9/26/2024","9/27/2024","Tulane Dr","5025"
"Repair","Non-Asset","","9/23/2024","9/27/2024","Creston Ave","230"
"Repair","Non-Asset","","9/25/2024","9/27/2024","Andover Dr","5157"
"Repair","Water Main","Wtr-Mn-24179","9/24/2024","9/27/2024","Clubview Dr","294"
"Repair","Non-Asset","","9/25/2024","9/30/2024","forest avenue","2716"
"Repair","Water Main","Wtr-Mn-21808","9/24/2024","9/30/2024","Earle St","550"
"Repair","Non-Asset","","9/30/2024","9/30/2024","Turtle Rd","1806"
"Repair","Water Main","Wtr-Mn-56763","9/6/2024","9/30/2024","Elmwood Pl","153"
"Repair","Non-Asset","","9/26/2024","9/30/2024","Saint Andrews Dr","205"
"Repair","Water Main","Wtr-Mn-4089","9/3/2024","9/30/2024","Broadmoor Dr","422"
"Repair","Non-Asset","","9/18/2024","9/30/2024","Saint Andrews","209"
"Repair","Non-Asset","","9/20/2024","9/30/2024","Summit Dr","2110"
"Repair","Non-Asset","","10/1/2024","10/1/2024","Kilkenny Blvd","105"
"Repair","Water Lateral","Srvc-67980","8/19/2024","10/1/2024","Plummer Cir","128"
"Repair","Water Main","Wtr-Mn-38006","9/27/2024","10/1/2024","Magnolia Bluff Dr","3032"
"Repair","Water Meter","1","8/7/2024","10/1/2024","Cataalina Dr.","1934"
"Repair","Non-Asset","","9/13/2024","10/1/2024","W Capitol St","425"
"Repair","Water Lateral","Srvc-25985","8/16/2024","10/1/2024","Cox St","1502"
"Repair","Non-Asset","","9/30/2024","10/1/2024","Brannan Ave","201"
"Repair","Non-Asset","","10/1/2024","10/1/2024","Maddoox Rd","2780"
"Repair","Water Main","Wtr-Mn-13565","7/30/2024","10/2/2024","Raymond Rd","1102"
"Repair","Water Main","Wtr-Mn-21267","9/30/2024","10/2/2024","Wacaster St","121"
"Repair","Non-Asset","","9/19/2024","10/2/2024","W Woodrow Wilson Ave","3200"
"Repair","Water Main","Wtr-Mn-22441","10/2/2024","10/2/2024","W Capitol St","3902"
"Repair","Non-Asset","","9/19/2024","10/2/2024","Lexington Cv","624"
"Repair","Water Main","Wtr-Mn-23936","9/27/2024","10/2/2024","Texas Ave","187"
"Repair","Water Main","Wtr-Mn-37588","9/27/2024","10/2/2024","Texas Ave","233"
"Repair","Water Main","Wtr-Mn-21359","9/30/2024","10/2/2024","Wacaster St","121"
"Repair","Non-Asset","","9/30/2024","10/2/2024","Belvedere Rd","639"
"Repair","Water Lateral","Srvc-16753","9/26/2024","10/2/2024","Flora St","3008"
"Repair","Water Main","Wtr-Mn-39067","10/3/2024","10/3/2024","Westbury Sq","1066"
"Repair","Water Main","Wtr-Mn-41222","9/19/2024","10/3/2024","Forest Avenue Ext","3016"
"Repair","Water Main","Wtr-Mn-22851","10/2/2024","10/3/2024","Pecan Park Cir","1058"
"Repair","Water Hydrant","Fr-Hydrnt-1091","10/2/2024","10/3/2024","Riverside Dr","702"
"Repair","Water Main","Wtr-Mn-10951","10/3/2024","10/3/2024","Bailey Ave.","2480"
"Repair","Water Main","Wtr-Mn-37556","10/3/2024","10/3/2024","Sumac Ave","923"
"Repair","Water Lateral","Srvc-70158","10/4/2024","10/4/2024","Fairwood Cir","1711"
"Repair","Water Main","Wtr-Mn-21207","10/3/2024","10/4/2024","W Capitol St","4139"
"Repair","Water Main","Wtr-Mn-37102","10/3/2024","10/4/2024","Miller Ave","3814"
"Repair","Water Lateral","Srvc-42161","10/2/2024","10/4/2024","Culley Dr","232"
"Repair","Water Lateral","Srvc-19251","9/30/2024","10/4/2024","S Denver St","227"
"Repair","Non-Asset","","10/3/2024","10/4/2024","Myrtle St","1628"
"Repair","Water Main","Wtr-Mn-54581","10/4/2024","10/5/2024","Raymond Rd","386"
"Repair","Water Main","Wtr-Mn-24082","10/5/2024","10/5/2024","Oakmont Dr","4208"
"Repair","Water Main","Wtr-Mn-48569","10/4/2024","10/5/2024","Raymond Rd","386"
"Repair","Water Main","Wtr-Mn-34204","10/6/2024","10/6/2024","Quail Lake Dr","6306"
"Repair","Water Main","Wtr-Mn-24082","10/5/2024","10/6/2024","Oakmont Dr","4217"
"Repair","Water Lateral","Srvc-84121","10/4/2024","10/7/2024","Clair St","5314"
"Repair","Water Main","Wtr-Mn-2788","8/27/2024","10/7/2024","Howard St","1721"
"Repair","Water Lateral","Srvc-34024","10/7/2024","10/7/2024","Lindsey Dr","704"
"Repair","Water Main","Wtr-Mn-11580","10/1/2024","10/7/2024","W South St","122"
"Repair","Water Lateral","Srvc-26847","10/2/2024","10/7/2024","Deer Park St","1518"
"Repair","Water Main","Wtr-Mn-22236","10/7/2024","10/7/2024","W Silas Brown St","601"
"Repair","Water Lateral","Srvc-25986","10/1/2024","10/7/2024","Cox St","1502"
"Repair","Non-Asset","","10/7/2024","10/7/2024","Lowery Ln","1512"
"Repair","Water Main","Wtr-Mn-2580","8/27/2024","10/7/2024","Howard St","1726"
"Repair","Water Main","Wtr-Mn-3813","6/9/2024","10/7/2024","",""
"Repair","Non-Asset","","9/26/2024","10/7/2024","Shannon Dale Dr","3453"
"Repair","Non-Asset","","10/8/2024","10/8/2024","Neatherwood Dr","127"
"Repair","Water Lateral","Srvc-94073","9/9/2024","10/8/2024","Bendwood Ct","115"
"Repair","Water Lateral","Srvc-18924","10/1/2024","10/8/2024","Arbor Vista Blvd","1078"
"Repair","Water Main","Wtr-Mn-38174","10/7/2024","10/8/2024","Madison","848"
"Repair","Water Main","Wtr-Mn-56743","10/8/2024","10/8/2024","Kelly Cv","124"
"Repair","Non-Asset","","10/8/2024","10/8/2024","Meadowbrook Rd","420"
"Repair","Water Lateral","Srvc-74106","9/30/2024","10/8/2024","Valencia Ct","20"
"Repair","Water Main","Wtr-Mn-21863","10/8/2024","10/8/2024","S Clifton St","435"
"Repair","Water Lateral","Srvc-29023","9/20/2024","10/9/2024","W Capitol St","425"
"Repair","Water Lateral","Srvc-27373","10/8/2024","10/9/2024","Western Hills Dr","211"
"Repair","Water Lateral","Srvc-26746","10/8/2024","10/9/2024","Hill Ave","1426"
"Repair","Water Main","Wtr-Mn-19346","10/9/2024","10/9/2024","Raymond Rd","4590"
"Repair","Non-Asset","","9/26/2024","10/9/2024","Flag Chapel Cir","105"
"Repair","Non-Asset","","10/9/2024","10/9/2024","North St","1004"
"Repair","Water Main","Wtr-Mn-14589","10/8/2024","10/9/2024","William McKinley Cir","225"
"Repair","Water Main","Wtr-Mn-17732","10/10/2024","10/11/2024","Saint Ann St","1798"
"Repair","Water Main","Wtr-Mn-49659","10/11/2024","10/12/2024","Forest Park Dr","2226"
"Repair","Water Main","Wtr-Mn-22186","10/13/2024","10/13/2024","Mable St","3300"
"Repair","Non-Asset","","10/14/2024","10/14/2024","Levon Owens Rd","104"
"Repair","Non-Asset","","9/30/2024","10/14/2024","Madison St","834"
"Repair","Water Main","Wtr-Mn-32785","10/14/2024","10/14/2024","Conner Ave","446"
"Repair","Water Main","Wtr-Mn-6345","10/12/2024","10/14/2024","Southwood Rd","2307"
"Repair","Water Main","Wtr-Mn-57757","10/14/2024","10/14/2024","S Springlake Cir","614"
"Repair","Water Lateral","Srvc-43712","10/11/2024","10/14/2024","Deckard Dr","5127"
"Repair","Water Main","Wtr-Mn-33657","10/10/2024","10/14/2024","Turtle Rd","1894"
"Repair","Water Lateral","Srvc-84121","9/9/2024","10/14/2024","Clair St","5314"
"Repair","Water Main","Wtr-Mn-20656","9/9/2024","10/14/2024","Saint Andrews Dr","169"
"Repair","Water Main","Wtr-Mn-27274","10/14/2024","10/14/2024","Echelon Pkwy","1220"
"Repair","Non-Asset","","10/7/2024","10/14/2024","Brook Dr","4301"
"Repair","Water Main","Wtr-Mn-58010","10/9/2024","10/14/2024","N Siwell Rd","871"
"Repair","Non-Asset","","9/23/2024","10/15/2024","E Browning Dr","1211"
"Repair","Water Main","Wtr-Mn-13532","10/15/2024","10/15/2024","",""
"Repair","Water Main","Wtr-Mn-11175","10/14/2024","10/15/2024","Lucedale St","1125"
"Repair","Water Main","Wtr-Mn-26848","10/15/2024","10/16/2024","Garden Park Dr","1021"
"Repair","Water Main","Wtr-Mn-50925","10/9/2024","10/16/2024","Chelsea Dr","654"
"Repair","Water Main","Wtr-Mn-53362","10/15/2024","10/16/2024","E Pascagoula St","105"
"Repair","Water Main","Wtr-Mn-28158","10/14/2024","10/16/2024","Elms Court Cir","343"
"Repair","Water Main","Wtr-Mn-52082","10/16/2024","10/16/2024","Dory St","419"
"Repair","Water Main","Wtr-Mn-52285","10/15/2024","10/16/2024","Terry Rd","6571"
"Repair","Water Main","Wtr-Mn-39830","10/16/2024","10/17/2024","W McDowell Rd","1503"
"Repair","Water Main","Wtr-Mn-13164","9/21/2024","10/17/2024","John F Kennedy Blvd","3628"
"Repair","Water Main","Wtr-Mn-52601","10/16/2024","10/17/2024","Byram Drive","350"
"Repair","Water Lateral","Srvc-15176","10/16/2024","10/17/2024","Old Canton Rd.","5811"
"Repair","Water Main","Wtr-Mn-6564","10/18/2024","10/18/2024","N State St","3317"
"Repair","Non-Asset","","10/17/2024","10/18/2024","Catalina Cir","322"
"Repair","Water Lateral","Srvc-48969","10/18/2024","10/20/2024","Lurline Dr","5023"
"Repair","Water Main","Wtr-Mn-32391","10/20/2024","10/20/2024","Shady Pine Ln","225"
"Repair","Water Lateral","Srvc-41648","10/16/2024","10/20/2024","Creston Dr","785"
"Repair","Water Main","Wtr-Mn-32391","10/20/2024","10/20/2024","Shady Pine Ln","225"
"Repair","Non-Asset","","10/15/2024","10/20/2024","W Fortification St","503"
"Repair","Water Main","Wtr-Mn-56279","10/21/2024","10/21/2024","Highway 18 W","6123"
"Repair","Water Main","Wtr-Mn-153","9/9/2024","10/21/2024","Poplar Blvd","1211"
"Repair","Water Main","Wtr-Mn-53301","10/21/2024","10/21/2024","Merigold Dr","501"
"Repair","Water Main","Wtr-Mn-27812","10/15/2024","10/21/2024","Sage Hills Dr","105"
"Repair","Water Main","Wtr-Mn-3527","10/21/2024","10/21/2024","Pinehurst Pl","1003"
"Repair","Water Main","Wtr-Mn-31374","10/18/2024","10/21/2024","Mocking Bird Ln","148"
"Repair","Water Main","Wtr-Mn-27597","10/20/2024","10/22/2024","Culpepper Dr","112"
"Repair","Water Main","Wtr-Mn-20278","10/9/2024","10/22/2024","Geeston St","1402"
"Repair","Water Main","Wtr-Mn-27597","10/20/2024","10/22/2024","Culpepper Dr","128"
"Repair","Water Lateral","Srvc-43088","10/18/2024","10/22/2024","Deckard Dr","5036"
"Repair","Water Main","Wtr-Mn-30855","10/18/2024","10/22/2024","Lea Cir","207"
